tpl_uuid,repo_url
bcac5b472c9f49f5a11f816c03209d05,https://github.com/elua/elua.git
cb522b30efed44f9875e40701079949f,https://github.com/emacs-mirror/emacs.git
34c745f7c5dd4c5b8509bfea4e1b8c20,https://github.com/embree/embree.git
a0d1e94a51774b36b7b15230d1a7fd3d,https://github.com/emcrisostomo/fswatch.git
d995bf80369040cb8e692456e0b5f306,https://github.com/emscripten-core/emscripten.git
8ca94bd7a65149cdb813371e70bc0b3f,https://github.com/epezent/implot.git
a43eb3fb906f4f89b47ee1b24e88c046,https://github.com/eranif/codelite.git
7e492d11a5784cec806ec955c189a40d,https://github.com/erincatto/Box2D.git
82d2eae9fe38429ba9da90ba6a269016,https://github.com/ermig1979/Simd.git
e7385d0561674b769b0f241b857d8041,https://github.com/esp8266/Arduino.git
f28be8b7144c4b06a5a033a97756b64e,https://github.com/espressif/esp-idf.git
0256767d2c53409eac4f0b28a36ea80d,https://github.com/espressif/esp-mqtt.git
cd63c3a6c8cb4e4ea6c34157b7d07954,https://github.com/espressif/ESP8266_NONOS_SDK.git
739217f2f20440b9b0fb7bbb3eb096ac,https://github.com/espressif/ESP8266_RTOS_SDK.git
a81425b6052b4b2ab4991fdef1bf5255,https://github.com/espruino/Espruino.git
08b426a52eaa41b291d779bcd30c0729,https://github.com/ethereum-mining/ethminer.git
c4071a4535434fb9bee3f339b8734633,https://github.com/ethereum/aleth.git
e0234799687443808ca99edda6108bdd,https://github.com/ethereum/solidity.git
c1b1b2f4b961490ba775381fb1de53a6,https://github.com/Exiv2/exiv2.git
9634757278c44a0292085276ec4581d8,https://github.com/ezQuake/ezquake-source.git
4c221acf5cb145a98d21b143927695b9,https://github.com/facebook/hermes.git
b1b52ce194a34bd2bfa5069bba133ec1,https://github.com/facebook/mysql-5.6.git
034cc80a8f58451595c2f233e97db6a6,https://github.com/facebook/rocksdb.git
4203e6a7b578459cacfea08c56d2bf20,https://github.com/facebook/wangle.git
ece166907559466fa3905da4a4a216e0,https://github.com/facebook/yoga.git
971bfa23547b4bceab11e3abd1207bd2,https://github.com/facebook/zstd.git
cddfe30716a74e72a6b100448a3f61fd,https://github.com/FALCONN-LIB/FALCONN.git
ecae342d61bc485da894ce6d37beb30c,https://github.com/FastCGI-Archives/fcgi2.git
20727208553142b3b6c342de8bfded90,https://github.com/FastLED/FastLED.git
af3ed5d7d23e464cad7ba59d6d08527e,https://github.com/felis/USB_Host_Shield_2.0.git
8d6a9495e1bb4eb88e2c99004ef53605,https://github.com/fenrus75/powertop.git
